Race Name,Race Time,Race Distance,Tips,Tipster,Runner Name,Rider Name,Trainer Name,Rating,Last Three Starts,Form,Weight,Prize Money,Sire,Dam,Total,Win Percent,Place Percent,Result,This Track,This Season,Track,Distance,Track and Distance,Class,First Up,Second Up,Jockey,Firm,Good,Soft,Heavy
 VISITDRESDENNOW,14:10:00Z,1500,5-6-8,WETT STAR,KODI BEACH,JOZEF BOJKO,FRANK FUHRMANN,74,049,,52.5,$0,Kodiac,Annie Beach,7: 0 - 0,0,0,4: 0 - 0,,0:0-0-0,0: 0 - 0,4: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,ALISON,ADRIE DE VRIES,HANS-JURGEN GROSCHEL,90,130,D,59.0,$0,Areion,Caesarina,4: 2 - 1,50,75,2: 2 - 0,,0:0-0-0,0: 0 - 0,2: 2 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,BIG BEAT,FILIP MINARIK,A NDREAS.SUBORICS,99,821,DW,59.0,$0,Soldier Hollow,Bella Flora,5: 1 - 2,20,60,3: 1 - 2,,0:0-0-0,0: 0 - 0,3: 1 - 2,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,LA LA LAND,ANDRASCH STARKE,HENK GREWE,100,233,,59.0,$0,Outstrip,La Caldera,6: 1 - 5,17,100,3: 0 - 3,,0:0-0-0,0: 0 - 0,3: 0 - 3,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,BEST EVENING,RENE PIECHULEK,A NDREAS.SUBORICS,70,983,,57.0,$0,Sommerabend,Best Dreaming,7: 0 - 1,0,14,5: 0 - 1,,0:0-0-0,0: 0 - 0,5: 0 - 1,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,REVENTA,BAUYRZHAN MURZABAYEV,ANDREAS WOHLER,81,562,,57.0,$0,Areion,Rahada,4: 0 - 1,0,25,2: 0 - 1,,0:0-0-0,0: 0 - 0,2: 0 - 1,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,CAIPIRANHA,CLEMENT LECOEUVRE,HENK GREWE,75,5,,55.0,$0,Olympic Glory,Caramanta,1: 0 - 0,0,0,,,0:0-0-0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,LEX LUTHOR,LUKAS DELOZIER,M ARIAN.FALK.WEISSMEIER,86,1,,55.0,$0,Lethal Force,Pointed Arch,1: 1 - 0,100,100,,,0:0-0-0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,NIGHT LIGHT,MARCO CASAMENTO,TONI POTTERS,78,5,,53.0,$0,Areion,Najinskaja,1: 0 - 0,0,0,1: 0 - 0,,0:0-0-0,0: 0 - 0,1: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
BWIN BBAG AUKTIONSRENNEN DRESDEN,14:30:00Z,1200,3-1-2,WETT STAR,SEEADLER,MARTIN LAUBE,MARCO ANGERMANN,66,486,,53.0,$0,Slickly,Seepracht,4: 0 - 0,0,0,,,0:0-0-0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,BIRTHDAY PRINCE,CLEMENT LECOEUVRE,TONI POTTERS,90,764,DW,61.5,$0,Areion,Birthday Spectrum,78: 9 - 15,12,31,41: 5 - 9,2: 0 - 2,0:0-0-0,2: 0 - 2,41: 5 - 9,2: 0 - 2,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,AL REEF,ANDRASCH STARKE,MARCO ANGERMANN,78,099,,61.0,$0,Shamardal,Alazeya,10: 1 - 2,10,30,2: 0 - 0,1: 0 - 0,0:0-0-0,1: 0 - 0,2: 0 - 0,1: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,FLORA TRISTAN,JOZEF BOJKO,FRANK FUHRMANN,99,536,,60.5,$0,Zoffany,Red Roxanne,8: 0 - 1,0,12,2: 0 - 1,,0:0-0-0,0: 0 - 0,2: 0 - 1,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,MR GENT,BAUYRZHAN MURZABAYEV,LUCIEN W.J.VAN DER MEULEN,95,200,,59.5,$0,Society Rock,Furnival,14: 0 - 5,0,36,4: 0 - 2,,0:0-0-0,0: 0 - 0,4: 0 - 2,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,FEUERBLUME,FILIP MINARIK,PAVEL VOVCENKO,76,657,,57.0,$0,Requinto,Amber's Bluff,12: 0 - 2,0,17,,,0:0-0-0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,PARION,ANNA VAN DEN TROOST,FRANK FUHRMANN,88,696,W,57.0,$0,Mayson,Delft,19: 0 - 6,0,32,8: 0 - 4,,0:0-0-0,0: 0 - 0,8: 0 - 4,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,RATEEL,ANDRE BEST,FRANK FUHRMANN,85,088,DW,55.5,$0,Arcano,Spanish Pride,76: 6 - 18,8,32,40: 4 - 8,2: 0 - 1,0:0-0-0,2: 0 - 1,40: 4 - 8,2: 0 - 1,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,HEAVENLY BOUND,MICHAEL CADEDDU,ROLAND DZUBASZ,70,008,,53.0,$0,Dark Angel,Dutch Diamond,5: 0 - 0,0,0,2: 0 - 0,,0:0-0-0,0: 0 - 0,2: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,VINNIE'S WISH,CARLOS HENRIQUE,I SABELL.KREGER,83,654,,53.0,$0,Most Improved,Sarella Loren,12: 0 - 0,0,0,4: 0 - 0,,0:0-0-0,0: 0 - 0,4: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,JUNGLE SPIRIT,MARCO CASAMENTO,FRANK FUHRMANN,100,664,W,52.5,$0,Bungle Inthejungle,Where's Charlotte,10: 1 - 0,10,10,2: 0 - 0,,0:0-0-0,0: 0 - 0,2: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
COVID GO HOME,15:00:00Z,1400,4-1-10,WETT STAR,DR SMOLDER,MIRKO SANNA,MARKO MEGSNER,74,000,D,52.0,$0,Bungle Inthejungle,Chimay,14: 1 - 1,7,14,3: 1 - 1,2: 0 - 0,0:0-0-0,2: 0 - 0,3: 1 - 1,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,ARABIAN DREAMER,MARCO CASAMENTO,E LISABETH.STORP,95,572,DW,60.5,$0,Youmzain (IRE),Rosa Mundi (GB),49: 5 - 13,10,37,35: 4 - 10,2: 0 - 0,0:0-0-0,2: 0 - 0,35: 4 - 10,2: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,NEW ORDER,FILIP MINARIK,FRANK FUHRMANN,98,169,TDW,58.5,$0,Eden Rock,New Game,24: 4 - 5,17,38,13: 2 - 4,8: 1 - 2,0:0-0-0,8: 1 - 2,13: 2 - 4,6: 1 - 2,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,NOMIA,MARTIN LAUBE,MARCO ANGERMANN,84,713,TDW,58.0,$0,Poet's Voice,Nianga,33: 3 - 9,9,36,20: 3 - 6,8: 1 - 3,0:0-0-0,8: 1 - 3,20: 3 - 6,6: 1 - 2,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,PARDA,MAIKE RIEHL,M ARCEL.WEISS,73,089,W,55.0,$0,Kalatos,Pongal,12: 1 - 2,8,25,1: 0 - 0,,0:0-0-0,0: 0 - 0,1: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,MALO,SIBYLLE VOGT,F RIEDERIKE.SCHLOMS,87,391,TD,57.0,$0,Areion,Malafemina,15: 1 - 5,7,40,4: 1 - 1,3: 1 - 1,0:0-0-0,3: 1 - 1,4: 1 - 1,1: 1 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,PRINCESS KAHENA,ANDRE BEST,SARKA SCHUTZ,81,762,D,57.0,$0,Soldier Hollow,Princess Kaiulani,8: 1 - 1,12,25,6: 1 - 1,1: 0 - 1,0:0-0-0,1: 0 - 1,6: 1 - 1,1: 0 - 1,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,LA ALUNA,BAYARSAIKHAN GANBAT,ELFI SCHNAKENBERG,92,530,W,56.5,$0,Soldier Hollow,Lasuna,9: 0 - 4,0,44,2: 0 - 1,,0:0-0-0,0: 0 - 0,2: 0 - 1,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,MABOU,BAUYRZHAN MURZABAYEV,ROLAND DZUBASZ,100,061,D,55.0,$0,Maxios,Macuna,4: 1 - 0,25,25,2: 1 - 0,1: 0 - 0,0:0-0-0,1: 0 - 0,2: 1 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,ORIENTAL PRINCESS,MIRKO SANNA,ELFI SCHNAKENBERG,72,570,,53.5,$0,Neatico,Oriental World,10: 0 - 0,0,0,5: 0 - 0,1: 0 - 0,0:0-0-0,1: 0 - 0,5: 0 - 0,1: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,KAISERTALER,ANNA VAN DEN TROOST,HELENA VORSILKOVA,78,344,TD,52.0,$0,Wiener Walzer,Kaiserblumchen,11: 1 - 1,9,18,8: 1 - 1,7: 1 - 0,0:0-0-0,7: 1 - 0,8: 1 - 1,7: 1 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
2500STES RENNEN DES DRV 1890 SEIT 1991,15:30:00Z,2100,1-8-5,WETT STAR,NAPSTON,MARTIN SEIDL,STEFAN RICHTER,76,855,DW,52.5,$0,Samum,Napata,29: 2 - 8,7,34,22: 1 - 7,9: 0 - 4,0:0-0-0,9: 0 - 4,22: 1 - 7,9: 0 - 4,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0,0: 0 - 0
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,WILLOW PRIDE,M FORSS,M NIEMINEN,86,141,,0.0,$381913,Love You,Lady Pine,63: 17 - 19,27,57,2: 0 - 2,,0:0-0-0,0: 0 - 0,2: 0 - 2,0: 0 - 0,,6: 1 - 3,5: 3 - 1,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,HEVIN BOKO,R N SKOGLUND,T NURMOS,83,232,T,0.0,$494371,Going Kronos,Welat Boko,39: 10 - 15,26,64,2: 0 - 1,18: 6 - 7,0:0-0-0,18: 6 - 7,2: 0 - 1,2: 0 - 1,,3: 1 - 2,3: 1 - 1,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,I LOVE PARIS,U OHLSSON,B GOOP,70,137,TD,0.0,$622767,Steinlager,Marie Dulcinea,101: 14 - 29,14,43,11: 3 - 3,9: 4 - 0,0:0-0-0,9: 4 - 0,11: 3 - 3,3: 2 - 0,,8: 1 - 4,7: 2 - 1,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,DOUBLE EXPOSURE,O KIHLSTROM,D REDEN,100,1x1,TD,0.0,$838674,Donato Hanover,K.d.girl,42: 20 - 8,48,67,11: 6 - 3,12: 7 - 1,0:0-0-0,12: 7 - 1,11: 6 - 3,4: 2 - 0,,6: 4 - 1,5: 2 - 2,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,VIVACIOUS ALLIE,J UNTERSTEINER,D REDEN,87,x41,TD,0.0,$202411,Muscle Hill,K.d.girl,21: 7 - 4,33,52,6: 1 - 2,4: 3 - 1,0:0-0-0,4: 3 - 1,6: 1 - 2,2: 1 - 1,,4: 1 - 0,3: 1 - 2,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,TESSY D'ETE,C J JEPSON,J RIORDAN,76,4x1,,0.0,$958274,Ganymede,Love Me Tender It,64: 15 - 18,23,52,3: 0 - 2,,0:0-0-0,0: 0 - 0,3: 0 - 2,0: 0 - 0,,4: 1 - 2,3: 1 - 0,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,MELLBY FREE,B GOOP,B GOOP,98,12x,TD,0.0,$1159510,Muscle Hill,Mellby Ticket,22: 14 - 6,64,91,2: 2 - 0,9: 5 - 3,0:0-0-0,9: 5 - 3,2: 2 - 0,1: 1 - 0,,4: 3 - 1,4: 4 - 0,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,ZANIAH BI,T JANSSON,B GOOP,81,5x2,D,0.0,$382434,Equinox Bi,Fendi Bi,30: 10 - 4,33,47,2: 1 - 0,,0:0-0-0,0: 0 - 0,2: 1 - 0,0: 0 - 0,,2: 1 - 1,1: 1 - 0,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,ULTRA BRIGHT,E ADIELSSON,F PERSSON,95,x31,TD,0.0,$684569,Zola Boko,Patina,49: 15 - 14,31,59,11: 2 - 3,10: 2 - 6,0:0-0-0,10: 2 - 6,11: 2 - 3,1: 0 - 1,,7: 1 - 4,6: 4 - 1,,,,,
GRANGES - LADY SNARTS LOPP - STL MS,14:20:00Z,1640,4-6-5,SWEDEN TIPS,UNIQUE JUNI,J WESTHOLM,J WESTHOLM,71,216,TD,0.0,$680047,Uptown Yankee,Staro Unique,65: 10 - 19,15,45,14: 2 - 4,21: 4 - 5,0:0-0-0,21: 4 - 5,14: 2 - 4,6: 1 - 1,,5: 2 - 0,5: 0 - 2,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,VELTEN LIMELIGHT,R EBBINGE,J W ENGWERDA,100,x11,D,0.0,$57174,S.j.'s Caviar,Velten Versace,9: 8 - 0,89,89,4: 3 - 0,,0:0-0-0,0: 0 - 0,4: 3 - 0,0: 0 - 0,,3: 3 - 0,3: 2 - 0,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,T.REX FACE,T KARLSTEDT,H KARLSSON,72,117,D,0.0,$55318,Joke Face,Charmaine As,21: 4 - 7,19,52,12: 4 - 3,1: 0 - 1,0:0-0-0,1: 0 - 1,12: 4 - 3,1: 0 - 1,,3: 1 - 1,3: 0 - 2,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,ENJOY THE GAME,T UHRBERG,S JUUL,83,x12,D,0.0,$46044,Ens Snapshot,True Vallee Bay,18: 5 - 4,28,50,9: 1 - 3,,0:0-0-0,0: 0 - 0,9: 1 - 3,0: 0 - 0,,3: 2 - 1,3: 0 - 2,,,,,
